83.687	2.0045e+05	1.1679e+06	4.4398e+06	
84.315	1.955e+05	1.1438e+06	4.4688e+06	
84.943	1.9078e+05	1.1201e+06	4.4973e+06	
85.572	1.8626e+05	1.0968e+06	4.5251e+06	
86.2	1.8194e+05	1.0738e+06	4.5524e+06	
86.828	1.778e+05	1.0513e+06	4.5791e+06	
87.457	1.7385e+05	1.0291e+06	4.6052e+06	
88.085	1.7006e+05	1.0073e+06	4.6308e+06	
88.713	1.6643e+05	9.8587e+05	4.6559e+06	
89.341	1.6296e+05	9.6483e+05	4.6804e+06	
89.97	1.5963e+05	9.4417e+05	4.7044e+06	
90.598	1.5644e+05	9.2389e+05	4.7279e+06	
91.226	1.5337e+05	9.0399e+05	4.7508e+06	
91.855	1.5044e+05	8.8445e+05	4.7733e+06	
92.483	1.4762e+05	8.6529e+05	4.7953e+06	
93.111	1.4491e+05	8.4649e+05	4.8168e+06	
93.74	1.4231e+05	8.2805e+05	4.8378e+06	
94.368	1.3981e+05	8.0996e+05	4.8584e+06	
94.996	1.3741e+05	7.9223e+05	4.8785e+06	
95.625	1.351e+05	7.7485e+05	4.8982e+06	
96.253	1.3288e+05	7.5782e+05	4.9175e+06	
96.881	1.3074e+05	7.4112e+05	4.9363e+06	
97.51	1.2868e+05	7.2476e+05	4.9547e+06	
98.138	1.267e+05	7.0872e+05	4.9728e+06	
98.766	1.248e+05	6.9302e+05	4.9904e+06	
99.395	1.2296e+05	6.7763e+05	5.0076e+06	
